,pop,fun,family,temp,rep,date,stage,num,count,count,total_count,per_old,per,per_arc,fail,fail_arc,per_arc_pi,per_log,ffun,ftemp,fpop,success_old,Failure_old,PRes2,PER,PERT,E1,PER.01,PER.01.flip,Success_old,success1_old
92,FF,Control,Control,GC,2292,D124,1,364,167,37,204,45.87912088,0.56043956,0.744142576,54.12087912,0.826653751,42.63622897,3.847572393,Control,GC,FF,0.458791209,197,0.977678652,0.458791209,0.459028041,10.9562256,1,0,0.458791209,167
93,FF,Control,Control,GC,2293,D124,1,570,0,0,0,0,0,0,100,1.570796327,0,0,Control,GC,FF,0,570,-2.820016692,0,0.002873563,-12.70358042,0,1,0,0
94,FF,Control,Control,GC,2294,D124,1,461,0,0,0,0,0,0,100,1.570796327,0,0,Control,GC,FF,0,461,-2.811597738,0,0.002873563,-11.42455193,0,1,0,0
95,FF,Control,Control,GC,2295,D124,1,520,236,70,306,45.38461538,0.588461538,0.739178521,54.61538462,0.831617806,42.35180954,3.836967839,Control,GC,FF,0.453846154,284,0.942513939,0.453846154,0.454111406,12.82326695,1,0,0.453846154,236
98,FF,Control,Control,GC,2298,D124,1,342,65,83,148,19.00584795,0.432748538,0.451101341,80.99415205,1.119694985,25.846203,2.996024628,Control,GC,FF,0.19005848,277,-1.233503563,0.19005848,0.191839753,-1.364357289,1,0,0.19005848,65
102,MX,pev_tul,Tul,RT,2302,D124,1,201,78,2,80,38.80597015,0.39800995,0.672501,61.19402985,0.898295327,38.53146901,3.684016905,pev_tul,RT,MX,0.388059701,123,-0.166295854,0.388059702,0.388703037,-0.108335065,1,0,0.388059701,78
103,MX,pev_tul,Tul,RT,2303,D124,1,191,72,4,76,37.69633508,0.397905759,0.661084721,62.30366492,0.909711606,37.8773644,3.655744895,pev_tul,RT,MX,0.376963351,119,-0.240830039,0.376963351,0.377670458,-0.419760395,1,0,0.376963351,72
104,MX,pev_tul,Tul,RT,2304,D124,1,165,49,2,51,29.6969697,0.309090909,0.5763286,70.3030303,0.994467727,33.02119637,3.424163943,pev_tul,RT,MX,0.296969697,116,-0.776504707,0.296969697,0.298136538,-2.495106793,1,0,0.296969697,49
105,MX,pev_tul,Tul,RT,2305,D124,1,78,45,2,47,57.69230769,0.602564103,0.862627963,42.30769231,0.708168364,49.42494155,4.072308674,pev_tul,RT,MX,0.576923077,33,1.066320287,0.576923077,0.57648099,3.349486927,1,0,0.576923077,45
106,MX,pev_tul,Tul,RT,2306,D124,1,106,61,9,70,57.54716981,0.660377358,0.86115943,42.45283019,0.709636896,49.34080085,4.069832751,pev_tul,RT,MX,0.575471698,45,1.074018339,0.575471698,0.575037953,3.874055053,1,0,0.575471698,61
107,MX,pev_tul,Tul,RT,2307,D124,1,64,34,1,35,53.125,0.546875,0.816668544,46.875,0.754127782,46.79166085,3.991296186,pev_tul,RT,MX,0.53125,30,0.759848955,0.53125,0.531070402,2.285529024,1,0,0.53125,34
108,MX,pev_tul,Tul,RT,2308,D124,1,97,59,2,61,60.82474227,0.628865979,0.894509528,39.17525773,0.676286799,51.25162069,4.124303645,pev_tul,RT,MX,0.608247423,38,1.284887031,0.608247423,0.607625311,4.367221919,1,0,0.608247423,59
109,MX,pev_tul,Tul,RT,2309,D124,1,62,42,0,42,67.74193548,0.677419355,0.966768936,32.25806452,0.604027391,55.3917798,4.230359428,pev_tul,RT,MX,0.677419355,20,1.692946074,0.677419355,0.676399703,4.607289632,1,0,0.677419355,42
110,MX,pev_tul,Tul,RT,2310,D124,1,44,27,5,32,61.36363636,0.727272727,0.900036265,38.63636364,0.670760062,51.56827939,4.132982355,pev_tul,RT,MX,0.613636364,17,1.248248734,0.613636364,0.612983281,3.014571267,1,0,0.613636364,27
111,MX,pev_tul,Tul,GC,2311,D124,1,167,30,61,91,17.96407186,0.54491018,0.437681262,82.03592814,1.133115065,25.07728909,2.942546234,pev_tul,GC,MX,0.179640719,137,-0.122731996,0.179640719,0.181481864,-2.521139995,1,0,0.179640719,30
112,MX,pev_tul,Tul,GC,2312,D124,1,237,42,68,110,17.72151899,0.464135021,0.434513705,82.27848101,1.136282621,24.89580146,2.92967361,pev_tul,GC,MX,0.17721519,195,-0.160287238,0.17721519,0.179070275,-3.08792245,1,0,0.17721519,42
113,MX,pev_tul,Tul,GC,2313,D124,1,116,0,0,0,0,0,0,100,1.570796327,0,0,pev_tul,GC,MX,0,116,-2.510966049,0,0.002873563,-6.480808234,0,1,0,0
114,MX,pev_tul,Tul,GC,2314,D124,1,181,56,51,107,30.93922652,0.591160221,0.589842817,69.06077348,0.980953509,33.79550401,3.463834926,pev_tul,GC,MX,0.309392265,125,1.679728084,0.309392265,0.310487712,1.326729694,1,0,0.309392265,56
115,MX,pev_tul,Tul,GC,2315,D124,1,230,71,70,141,30.86956522,0.613043478,0.589089069,69.13043478,0.981707258,33.75231742,3.461651486,pev_tul,GC,MX,0.308695652,159,1.698998366,0.308695652,0.309795102,1.471656899,1,0,0.308695652,71
116,MX,pev_tul,Tul,GC,2316,D124,1,70,6,38,44,8.571428571,0.628571429,0.297122516,91.42857143,1.27367381,17.02386618,2.25878247,pev_tul,GC,MX,0.085714286,64,-1.277298967,0.085714286,0.088095238,-3.411099302,1,0,0.085714286,6
118,MX,pev_tul,Tul,GC,2318,D124,1,124,24,47,71,19.35483871,0.572580645,0.455533357,80.64516129,1.11526297,26.10013878,3.013318658,pev_tul,GC,MX,0.193548387,100,0.067330731,0.193548387,0.195309603,-1.821885554,1,0,0.193548387,24
119,MX,pev_tul,Tul,GC,2319,D124,1,103,14,52,66,13.59223301,0.640776699,0.377584777,86.40776699,1.19321155,21.63401411,2.680489402,pev_tul,GC,MX,0.13592233,89,-0.690826856,0.13592233,0.138014731,-2.984311894,1,0,0.13592233,14
120,MX,pev_tul,Tul,GC,2320,D124,1,74,8,29,37,10.81081081,0.5,0.3350305,89.18918919,1.235765826,19.19583368,2.469015282,pev_tul,GC,MX,0.108108108,66,-1.008064901,0.108108108,0.11036036,-3.071146247,1,0,0.108108108,8
121,MX,pff_tul,Tul,RT,2321,D124,1,179,93,11,104,51.95530726,0.581005587,0.804956223,48.04469274,0.765840104,46.12059428,3.969448299,pff_tul,RT,MX,0.519553073,86,0.065473665,0.519553073,0.519440699,0.318629627,1,0,0.519553073,93
123,MX,pff_tul,Tul,RT,2323,D124,1,254,93,6,99,36.61417323,0.38976378,0.649887026,63.38582677,0.920909301,37.23578376,3.627380927,pff_tul,RT,MX,0.366141732,161,-0.785804719,0.366141732,0.366911033,-4.51096427,1,0,0.366141732,93
126,MX,pff_tul,Tul,RT,2326,D124,1,109,88,4,92,80.73394495,0.844036697,1.116387571,19.26605505,0.454408756,63.96429611,4.403469398,pff_tul,RT,MX,0.80733945,21,1.634881417,0.80733945,0.805573131,6.258499912,1,0,0.80733945,88
127,MX,pff_tul,Tul,RT,2327,D124,1,78,54,8,62,69.23076923,0.794871795,0.982793723,30.76923077,0.588002604,56.30993247,4.251786523,pff_tul,RT,MX,0.692307692,24,0.99553475,0.692307692,0.691202476,3.262144662,1,0,0.692307692,54
128,MX,pff_tul,Tul,RT,2328,D124,1,109,65,6,71,59.63302752,0.651376147,0.882334551,40.36697248,0.688461776,50.55404588,4.104839753,pff_tul,RT,MX,0.596330275,44,0.483605677,0.596330275,0.595776653,1.851983652,1,0,0.596330275,65
129,MX,pff_tul,Tul,RT,2329,D124,1,104,67,11,78,64.42307692,0.75,0.931708006,35.57692308,0.639088321,53.38293649,4.180875054,pff_tul,RT,MX,0.644230769,37,0.743887385,0.644230769,0.643401857,2.786104829,1,0,0.644230769,67
130,MX,pff_tul,Tul,RT,2330,D124,1,111,78,6,84,70.27027027,0.756756757,0.994109299,29.72972973,0.576687028,56.95826721,4.266479274,pff_tul,RT,MX,0.702702703,33,1.064550589,0.702702703,0.701537745,4.110565391,1,0,0.702702703,78
133,MX,pff_tul,Tul,GC,2333,D124,1,175,47,64,111,26.85714286,0.634285714,0.54479032,73.14285714,1.026006007,31.21418603,3.32708941,pff_tul,GC,MX,0.268571429,128,0.605772627,0.268571429,0.269901478,4.022830049,1,0,0.268571429,47
134,MX,pff_tul,Tul,GC,2334,D124,1,169,32,52,84,18.93491124,0.49704142,0.45019669,81.06508876,1.120599637,25.79437028,2.992472528,pff_tul,GC,MX,0.189349112,137,-0.354060582,0.189349112,0.191134462,1.127692367,1,0,0.189349112,32
135,MX,pff_tul,Tul,GC,2335,D124,1,178,52,51,103,29.21348315,0.578651685,0.571025325,70.78651685,0.999771001,32.71734115,3.408288287,pff_tul,GC,MX,0.292134831,126,0.892561684,0.292134832,0.293329459,4.91967409,1,0,0.292134831,52
136,MX,pff_tul,Tul,GC,2336,D124,1,174,37,93,130,21.26436782,0.747126437,0.47927168,78.73563218,1.091524646,27.46024453,3.102987545,pff_tul,GC,MX,0.212643678,137,-0.072416277,0.212643678,0.214295151,1.987286342,1,0,0.212643678,37
137,MX,pff_tul,Tul,GC,2337,D124,1,157,33,88,121,21.01910828,0.770700637,0.476268347,78.98089172,1.09452798,27.28816618,3.091910635,pff_tul,GC,MX,0.210191083,124,-0.101384458,0.210191083,0.211856651,1.803399226,1,0,0.210191083,33
139,MX,pff_tul,Tul,GC,2339,D124,1,150,0,0,0,0,0,0,100,1.570796327,0,0,pff_tul,GC,MX,0,150,-2.621001124,0,0.002873563,-5.300041477,0,1,0,0
140,MX,pff_tul,Tul,GC,2340,D124,1,182,53,97,150,29.12087912,0.824175824,0.570006651,70.87912088,1.000789676,32.65897539,3.40521859,pff_tul,GC,MX,0.291208791,129,0.88264476,0.291208791,0.292408741,4.940368921,1,0,0.291208791,53
141,MX,pff_cerato,Cerato,RT,2341,D124,1,280,101,4,105,36.07142857,0.375,0.644244995,63.92857143,0.926551332,36.9125192,3.612846554,pff_cerato,RT,MX,0.360714286,179,0.111392972,0.360714286,0.361514778,-1.253678832,1,0,0.360714286,101
142,MX,pff_cerato,Cerato,RT,2342,D124,1,204,95,10,105,46.56862745,0.514705882,0.751057446,53.43137255,0.819738881,43.03242182,3.862173457,pff_cerato,RT,MX,0.465686275,109,0.945980028,0.465686275,0.46588348,1.99373155,1,0,0.465686275,95
143,MX,pff_cerato,Cerato,RT,2343,D124,1,213,62,18,80,29.10798122,0.375586854,0.569864694,70.89201878,1.000931633,32.65084187,3.404790293,pff_cerato,RT,MX,0.291079812,151,-0.44452067,0.291079812,0.292280503,-3.170221902,1,0,0.291079812,62
144,MX,pff_cerato,Cerato,RT,2344,D124,1,320,113,22,135,35.3125,0.421875,0.636324382,64.6875,0.934471945,36.45870148,3.592162035,pff_cerato,RT,MX,0.353125,207,0.050589453,0.353125,0.353969109,-1.617667861,1,0,0.353125,113
145,MX,pff_cerato,Cerato,RT,2345,D124,1,248,106,37,143,42.74193548,0.576612903,0.71256017,57.25806452,0.858236157,40.82669037,3.778307264,pff_cerato,RT,MX,0.427419355,142,0.645148078,0.427419355,0.427836485,0.966778446,1,0,0.427419355,106
146,MX,pff_cerato,Cerato,RT,2346,D124,1,109,52,11,63,47.70642202,0.577981651,0.762454332,52.29357798,0.808341994,43.68541532,3.88581089,pff_cerato,RT,MX,0.47706422,57,1.008053293,0.47706422,0.477196035,1.700099683,1,0,0.47706422,52
147,MX,pff_cerato,Cerato,RT,2347,D124,1,94,40,10,50,42.55319149,0.531914894,0.710651985,57.44680851,0.860144342,40.71735945,3.773982984,pff_cerato,RT,MX,0.425531915,54,0.603547061,0.425531915,0.425959892,0.557807978,1,0,0.425531915,40
148,MX,pff_cerato,Cerato,RT,2348,D124,1,53,19,6,25,35.8490566,0.471698113,0.641928057,64.1509434,0.928868269,36.77976844,3.606830017,pff_cerato,RT,MX,0.358490566,34,0.085063515,0.358490566,0.359303839,-0.578519919,1,0,0.358490566,19
149,MX,pff_cerato,Cerato,RT,2349,D124,1,86,30,15,45,34.88372093,0.523255814,0.631832432,65.11627907,0.938963895,36.2013317,3.580283737,pff_cerato,RT,MX,0.348837209,56,0.015181068,0.348837209,0.349705961,-0.919873437,1,0,0.348837209,30
150,MX,pff_cerato,Cerato,RT,2350,D124,1,65,33,7,40,50.76923077,0.615384615,0.793090775,49.23076923,0.777705552,45.44075415,3.946795972,pff_cerato,RT,MX,0.507692308,32,1.198801669,0.507692308,0.507648099,1.817463978,1,0,0.507692308,33
151,MX,pff_cerato,Cerato,GC,2351,D124,1,270,46,113,159,17.03703704,0.588888889,0.425481565,82.96296296,1.145314762,24.37829793,2.892427257,pff_cerato,GC,MX,0.17037037,224,-0.203524962,0.17037037,0.172264794,-1.042028625,1,0,0.17037037,46
152,MX,pff_cerato,Cerato,GC,2352,D124,1,242,36,99,135,14.87603306,0.55785124,0.395960563,85.12396694,1.174835763,22.68686914,2.764810617,pff_cerato,GC,MX,0.148760331,206,-0.515130932,0.148760331,0.150778949,-1.834154296,1,0,0.148760331,36
153,MX,pff_cerato,Cerato,GC,2353,D124,1,230,57,78,135,24.7826087,0.586956522,0.521084898,75.2173913,1.049711429,29.85596541,3.249700183,pff_cerato,GC,MX,0.247826087,173,0.916473058,0.247826087,0.249275362,2.000101956,1,0,0.247826087,57
154,MX,pff_cerato,Cerato,GC,2354,D124,1,217,48,87,135,22.11981567,0.622119816,0.489650043,77.88018433,1.081146284,28.05488092,3.140690071,pff_cerato,GC,MX,0.221198157,169,0.530028681,0.221198157,0.222800466,0.953717016,1,0,0.221198157,48
155,MX,pff_cerato,Cerato,GC,2355,D124,1,120,0,0,0,0,0,0,100,1.570796327,0,0,pff_cerato,GC,MX,0,120,-2.512510007,0,0.002873563,-5.400453379,0,1,0,0
156,MX,pff_cerato,Cerato,GC,2356,D124,1,54,10,30,40,18.51851852,0.740740741,0.444859969,81.48148148,1.125936357,25.48859872,2.971363683,pff_cerato,GC,MX,0.185185185,44,0.010294721,0.185185185,0.186994466,-0.191511551,1,0,0.185185185,10
157,MX,pff_cerato,Cerato,GC,2357,D124,1,73,28,33,61,38.35616438,0.835616438,0.667880823,61.64383562,0.902915503,38.26675239,3.672652618,pff_cerato,GC,MX,0.383561644,45,2.537010702,0.383561644,0.38423083,4.050965364,1,0,0.383561644,28
158,MX,pff_cerato,Cerato,GC,2358,D124,1,53,19,27,46,35.8490566,0.867924528,0.641928057,64.1509434,0.928868269,36.77976844,3.606830017,pff_cerato,GC,MX,0.358490566,34,2.093206426,0.358490566,0.359303839,2.991505117,1,0,0.358490566,19
159,MX,pff_cerato,Cerato,GC,2359,D124,1,82,9,47,56,10.97560976,0.682926829,0.337675307,89.02439024,1.233121019,19.34736996,2.482872061,pff_cerato,GC,MX,0.109756098,73,-0.967043726,0.109756098,0.111998879,-1.958227864,1,0,0.109756098,9
160,MX,pff_cerato,Cerato,GC,2360,D124,1,79,16,51,67,20.25316456,0.848101266,0.466804711,79.74683544,1.103991615,26.74593983,3.056505805,pff_cerato,GC,MX,0.202531646,63,0.234670291,0.202531646,0.204241234,0.157110843,1,0,0.202531646,16
164,MX,pev_cerato,Cerato,RT,2364,D124,1,232,99,71,170,42.67241379,0.732758621,0.711857437,57.32758621,0.858938889,40.78642678,3.776716639,pev_cerato,RT,MX,0.426724138,133,0.826460534,0.426724138,0.427145264,1.716090693,1,0,0.426724138,99
166,MX,pev_cerato,Cerato,RT,2366,D124,1,114,30,31,61,26.31578947,0.535087719,0.538663466,73.68421053,1.032132861,30.86314318,3.307464904,pev_cerato,RT,MX,0.263157895,84,-0.532836005,0.263157895,0.264519056,-2.409755955,1,0,0.263157895,30
167,MX,pev_cerato,Cerato,RT,2367,D124,1,146,74,44,118,50.68493151,0.808219178,0.792247693,49.31506849,0.778548634,45.39244912,3.945166279,pev_cerato,RT,MX,0.506849315,72,1.473526442,0.506849315,0.506809951,3.364134675,1,0,0.506849315,74
168,MX,pev_cerato,Cerato,RT,2368,D124,1,152,34,54,88,22.36842105,0.578947368,0.492638919,77.63157895,1.078157408,28.22613087,3.151385583,pev_cerato,RT,MX,0.223684211,118,-0.86786357,0.223684211,0.225272232,-3.789284196,1,0,0.223684211,34
169,MX,pev_cerato,Cerato,RT,2369,D124,1,130,61,36,97,46.92307692,0.746153846,0.754609479,53.07692308,0.816186848,43.23593833,3.869597161,pev_cerato,RT,MX,0.469230769,69,1.155816406,0.469230769,0.469407604,2.287171237,1,0,0.469230769,61
170,MX,pev_cerato,Cerato,RT,2370,D124,1,110,28,14,42,25.45454545,0.381818182,0.5288317,74.54545455,1.041964627,30.29982449,3.275427994,pev_cerato,RT,MX,0.254545455,82,-0.601728177,0.254545455,0.255956113,-2.553959065,1,0,0.254545455,28
171,MX,pev_cerato,Cerato,GC,2371,D124,1,300,33,166,199,11,0.663333333,0.338065255,89,1.232731072,19.3697123,2.48490665,pev_cerato,GC,MX,0.11,267,-0.749543682,0.11,0.112241379,-4.445951944,1,0,0.11,33
173,MX,pev_cerato,Cerato,GC,2373,D124,1,204,41,125,166,20.09803922,0.81372549,0.464871976,79.90196078,1.105924351,26.63520225,3.049180108,pev_cerato,GC,MX,0.200980392,163,0.812119835,0.200980392,0.202698896,-0.506090492,1,0,0.200980392,41
174,MX,pev_cerato,Cerato,GC,2374,D124,1,236,33,83,116,13.98305085,0.491525424,0.383252709,86.01694915,1.187543618,21.9587627,2.706919619,pev_cerato,GC,MX,0.139830508,203,-0.225691223,0.139830509,0.141900448,-2.828855795,1,0,0.139830508,33
175,MX,pev_cerato,Cerato,GC,2375,D124,1,310,51,135,186,16.4516129,0.6,0.417641586,83.5483871,1.153154741,23.9291002,2.859432074,pev_cerato,GC,MX,0.164516129,259,0.201112734,0.164516129,0.166444197,-2.185186781,1,0,0.164516129,51
176,MX,pev_cerato,Cerato,GC,2376,D124,1,102,16,14,30,15.68627451,0.294117647,0.407220895,84.31372549,1.163575431,23.33203863,2.814586496,pev_cerato,GC,MX,0.156862745,86,0.060210863,0.156862745,0.158834798,-1.441425674,1,0,0.156862745,16
177,MX,pev_cerato,Cerato,GC,2377,D124,1,91,23,30,53,25.27472527,0.582417582,0.526765262,74.72527473,1.044031065,30.18142631,3.268607461,pev_cerato,GC,MX,0.252747253,68,1.527942606,0.252747253,0.254168246,0.862910154,1,0,0.252747253,23
178,MX,pev_cerato,Cerato,GC,2378,D124,1,94,34,22,56,36.17021277,0.595744681,0.645273246,63.82978723,0.925523081,36.97143364,3.615507708,pev_cerato,GC,MX,0.361702128,60,3.213764507,0.361702128,0.362496943,3.445955271,1,0,0.361702128,34
179,MX,pev_cerato,Cerato,GC,2379,D124,1,218,39,64,103,17.88990826,0.472477064,0.436714528,82.11009174,1.134081799,25.0218993,2.938627825,pev_cerato,GC,MX,0.178899083,179,0.440881075,0.178899083,0.18074449,-1.316027051,1,0,0.178899083,39
180,MX,pev_cerato,Cerato,GC,2380,D124,1,116,17,19,36,14.65517241,0.310344828,0.392847714,85.34482759,1.177948613,22.50851602,2.750801368,pev_cerato,GC,MX,0.146551724,99,-0.102483008,0.146551724,0.148583036,-1.807235598,1,0,0.146551724,17
183,MX,Control,Control,RT,2383,D124,1,119,13,5,18,10.92436975,0.151260504,0.336854851,89.07563025,1.233941476,19.30036126,2.478584184,Control,RT,MX,0.109243697,106,-1.139319912,0.109243698,0.111489423,-2.909907696,1,0,0.109243697,13
184,MX,Control,Control,RT,2384,D124,1,87,23,4,27,26.43678161,0.310344828,0.54003628,73.56321839,1.030760047,30.94179964,3.311884508,Control,RT,MX,0.264367816,64,0.812885106,0.264367816,0.265722024,1.006548207,1,0,0.264367816,23
185,MX,Control,Control,RT,2385,D124,1,164,50,1,51,30.48780488,0.31097561,0.584949921,69.51219512,0.985846406,33.51516171,3.449600324,Control,RT,MX,0.304878049,114,1.403265375,0.304878049,0.305999439,2.634959682,1,0,0.304878049,50
187,MX,Control,Control,RT,2387,D124,1,12,3,0,3,25,0.25,0.523598776,75,1.047197551,30,3.258096538,Control,RT,MX,0.25,9,0.388489229,0.25,0.251436782,0.253611641,1,0,0.25,3
188,MX,Control,Control,RT,2388,D124,1,31,6,0,6,19.35483871,0.193548387,0.455533357,80.64516129,1.11526297,26.10013878,3.013318658,Control,RT,MX,0.193548387,25,-0.048584078,0.193548387,0.195309603,-0.351512955,1,0,0.193548387,6
189,MX,Control,Control,RT,2389,D124,1,31,0,0,0,0,0,0,100,1.570796327,0,0,Control,RT,MX,0,31,-2.004125599,0,0.002873563,-2.95426714,0,1,0,0
190,MX,Control,Control,RT,2390,D124,1,36,5,0,5,13.88888889,0.138888889,0.381893248,86.11111111,1.188903079,21.88087135,2.700615223,Control,RT,MX,0.138888889,31,-0.623220097,0.138888889,0.14096424,-1.170900864,1,0,0.138888889,5
191,MX,Control,Control,GC,2391,D124,1,119,26,35,61,21.8487395,0.512605042,0.486377269,78.1512605,1.084419058,27.86736478,3.128895952,Control,GC,MX,0.218487395,93,-0.869252757,0.218487395,0.220105284,-0.056952181,1,0,0.218487395,26
192,MX,Control,Control,GC,2392,D124,1,90,32,15,47,35.55555556,0.522222222,0.638865144,64.44444444,0.931931183,36.60427644,3.598833173,Control,GC,MX,0.355555556,58,0.262422796,0.355555556,0.356385696,3.086195798,1,0,0.355555556,32
195,MX,Control,Control,GC,2395,D124,1,142,56,18,74,39.43661972,0.521126761,0.678962335,60.56338028,0.891833992,38.90167624,3.699735803,Control,GC,MX,0.394366197,86,0.595015079,0.394366197,0.394973288,4.991816251,1,0,0.394366197,56
196,MX,Control,Control,GC,2396,D124,1,15,12,1,13,80,0.866666667,1.107148718,20,0.463647609,63.43494882,4.394449155,Control,GC,MX,0.8,3,2.925967344,0.8,0.798275862,5.410842943,1,0,0.8,12
197,MX,Control,Control,GC,2397,D124,1,37,13,4,17,35.13513514,0.459459459,0.634467809,64.86486486,0.936328518,36.35232769,3.587265664,Control,GC,MX,0.351351351,24,0.206855638,0.351351351,0.352205654,1.917136689,1,0,0.351351351,13
198,MX,Control,Control,GC,2398,D124,1,48,21,3,24,43.75,0.5,0.722734248,56.25,0.848062079,41.40962211,3.801091445,Control,GC,MX,0.4375,27,0.873193086,0.4375,0.437859195,3.622891586,1,0,0.4375,21
199,MX,Control,Control,GC,2399,D124,1,44,19,9,28,43.18181818,0.636363636,0.71700325,56.81818182,0.853793077,41.08126012,3.788313351,Control,GC,MX,0.431818182,25,0.820440964,0.431818182,0.432210031,3.377769292,1,0,0.431818182,19
200,MX,Control,Control,GC,2400,D124,1,23,9,7,16,39.13043478,0.695652174,0.675827634,60.86956522,0.894968693,38.7220711,3.692135019,Control,GC,MX,0.391304348,14,0.460881003,0.391304348,0.391929035,1.973582443,1,0,0.391304348,9